"generator","source_type","grade","layout_mode","transformer_count","transformers"
"peripheral_drift","peripheral_drift","A","",3,"ChromaticAberrationTransformer(angle=261.50,edge_fade=1,shift=13.20) | KaleidoscopeTransformer(cx_off=-0.19,cy_off=-0.17,segments=6) | VoronoiTransformer(edge_blend=1,num_points=248)"
"peripheral_drift","peripheral_drift","A","",4,"ChromaticAberrationTransformer(angle=273.00,edge_fade=1,shift=7.80) | FlipWilsonTransformer(keep=top,narrow=0.46) | PixelSortTransformer(direction=cols,high=0.67,low=0.18,sort_key=brightness) | WatercolorTransformer(scale=0.85,style=monet)"
"peripheral_drift","peripheral_drift","A","",2,"ChromaticAberrationTransformer(angle=280.20,edge_fade=1,shift=4.30) | SwirlWarpTransformer(strength=1.50)"
"peripheral_drift","peripheral_drift","A","",4,"ChromaticAberrationTransformer(angle=36.80,edge_fade=1,shift=16.10) | DataMoshTransformer(intensity=0.02) | FluidWarpTransformer(alpha=17.74,sigma=4.35) | HalftoneTransformer(size=2)"
"peripheral_drift","peripheral_drift","A","",2,"ChromaticAberrationTransformer(angle=47.60,edge_fade=1,shift=11.10) | WheelTransformer(blend=lighter,copies=5)"
"peripheral_drift","peripheral_drift","A","",4,"ChromaticAberrationTransformer(angle=64.00,edge_fade=1,shift=13.10) | DataMoshTransformer(intensity=0.01) | OilPaintingTransformer(dyn_ratio=6,size=4) | PixelSortTransformer(direction=cols,high=0.58,low=0.16,sort_key=blue)"
"peripheral_drift","peripheral_drift","A","",4,"ColormapTransformer(map=bone) | FlipWilsonTransformer(keep=bottom_right,narrow=0.46) | FractalWarpTransformer(iter=1,scale=0.05) | WatercolorTransformer(scale=0.85,style=monet)"
"peripheral_drift","peripheral_drift","A","",4,"ColormapTransformer(map=ocean) | PosterizationTransformer(levels=4) | SwirlWarpTransformer(strength=1.50) | WheelTransformer(blend=lighter,copies=5)"
"peripheral_drift","peripheral_drift","A","",4,"ColormapTransformer(map=spring) | FlipWilsonTransformer(keep=bottom_left,narrow=0.48) | PosterizationTransformer(levels=4) | RadialWarpTransformer(radius=0.25,strength=49.885670920036404,92.65893395211573,85.93123610209341,style=push,push,pull)"
"peripheral_drift","peripheral_drift","A","",1,"ColormapTransformer(map=summer)"
"peripheral_drift","peripheral_drift","A","",3,"ColormapTransformer(map=summer) | DataMoshTransformer(intensity=0.02) | HalftoneTransformer(size=2)"
"peripheral_drift","peripheral_drift","A","",3,"ColormapTransformer(map=winter) | HalftoneTransformer(size=2) | MeltMorphTransformer(intensity=0.50)"
"peripheral_drift","peripheral_drift","A","",4,"DataMoshTransformer(intensity=0.01) | FlipWilsonTransformer(keep=top_left,narrow=0.43) | ThermalImagingTransformer(thermal=True) | VoronoiTransformer(edge_blend=1,num_points=117)"
"peripheral_drift","peripheral_drift","A","",2,"DataMoshTransformer(intensity=0.01) | FractalWarpTransformer(iter=1,scale=0.05)"
"peripheral_drift","peripheral_drift","A","",3,"DataMoshTransformer(intensity=0.02) | FisheyeTransformer(shape=circle,strength=0.62,zoom=1.01) | FractalWarpTransformer(iter=1,scale=0.05)"
"peripheral_drift","peripheral_drift","A","",3,"DataMoshTransformer(intensity=0.02) | FluidWarpTransformer(alpha=18.80,sigma=1.43) | RadialWarpTransformer(radius=0.25,strength=121.76812492011092,style=pull)"
"peripheral_drift","peripheral_drift","A","",4,"DataMoshTransformer(intensity=0.02) | FractalWarpTransformer(iter=1,scale=0.05) | MeltMorphTransformer(intensity=0.50) | VoronoiTransformer(edge_blend=1,num_points=258)"
"peripheral_drift","peripheral_drift","A","",4,"DataMoshTransformer(intensity=0.02) | HalftoneTransformer(size=2) | PixelSortTransformer(direction=rows,high=0.78,low=0.08,sort_key=brightness) | ThermalImagingTransformer(thermal=True)"
"peripheral_drift","peripheral_drift","A","",3,"DataMoshTransformer(intensity=0.02) | PixelSortTransformer(direction=cols,high=0.56,low=0.21,sort_key=red) | SwirlWarpTransformer(strength=1.50)"
"peripheral_drift","peripheral_drift","A","",3,"FisheyeTransformer(shape=circle,strength=0.20,zoom=1.05) | KaleidoscopeTransformer(cx_off=0.16,cy_off=-0.09,segments=6) | WheelTransformer(blend=lighter,copies=4)"
"peripheral_drift","peripheral_drift","A","",4,"FisheyeTransformer(shape=circle,strength=0.32,zoom=1.06) | MeltMorphTransformer(intensity=0.50) | RadialWarpTransformer(radius=0.25,strength=88.4889848672307,95.933756981563,style=push,pull) | SwirlWarpTransformer(strength=1.50)"
"peripheral_drift","peripheral_drift","A","",1,"FisheyeTransformer(shape=circle,strength=0.54,zoom=0.88)"
"peripheral_drift","peripheral_drift","A","",2,"FisheyeTransformer(shape=circle,strength=0.61,zoom=1.12) | FlipWilsonTransformer(keep=top_left,narrow=0.43)"
"peripheral_drift","peripheral_drift","A","",3,"FisheyeTransformer(shape=oval,strength=0.22,zoom=1.08) | GlitchWarpTransformer(intensity=0.01) | ThermalImagingTransformer(thermal=True)"
"peripheral_drift","peripheral_drift","A","",3,"FisheyeTransformer(shape=oval,strength=0.54,zoom=0.91) | RadialWarpTransformer(radius=0.25,strength=93.26768879450884,136.1935996679972,style=pull,pull) | WatercolorTransformer(scale=0.85,style=monet)"
"peripheral_drift","peripheral_drift","A","",4,"FisheyeTransformer(shape=oval,strength=0.61,zoom=0.86) | FractalWarpTransformer(iter=1,scale=0.05) | OilPaintingTransformer(dyn_ratio=2,size=6) | ThermalImagingTransformer(thermal=True)"
"peripheral_drift","peripheral_drift","A","",3,"FisheyeTransformer(shape=oval,strength=0.63,zoom=1.00) | HalftoneTransformer(size=2) | VoronoiTransformer(edge_blend=1,num_points=181)"
"peripheral_drift","peripheral_drift","A","",4,"FisheyeTransformer(shape=oval,strength=0.77,zoom=0.89) | FlipWilsonTransformer(keep=right,narrow=0.42) | PosterizationTransformer(levels=4) | WatercolorTransformer(scale=0.85,style=psychedelic)"
"peripheral_drift","peripheral_drift","A","",4,"FisheyeTransformer(shape=oval,strength=0.79,zoom=1.13) | FluidWarpTransformer(alpha=7.05,sigma=7.43) | OilPaintingTransformer(dyn_ratio=6,size=3) | PixelSortTransformer(direction=cols,high=0.78,low=0.07,sort_key=green)"
"peripheral_drift","peripheral_drift","A","",2,"FlipWilsonTransformer(keep=bottom_left,narrow=0.38) | FluidWarpTransformer(alpha=16.89,sigma=0.89)"
"peripheral_drift","peripheral_drift","A","",2,"FlipWilsonTransformer(keep=left,narrow=0.49) | GlitchWarpTransformer(intensity=0.01)"
"peripheral_drift","peripheral_drift","A","",2,"FlipWilsonTransformer(keep=left,narrow=0.49) | WheelTransformer(blend=add,copies=3)"
"peripheral_drift","peripheral_drift","A","",2,"FlipWilsonTransformer(keep=top_left,narrow=0.43) | WheelTransformer(blend=lighter,copies=4)"
"peripheral_drift","peripheral_drift","A","",3,"FlipWilsonTransformer(keep=top_left,narrow=0.47) | GlitchWarpTransformer(intensity=0.01) | PixelSortTransformer(direction=cols,high=0.68,low=0.29,sort_key=green)"
"peripheral_drift","peripheral_drift","A","",2,"FlipWilsonTransformer(keep=top_right,narrow=0.28) | OilPaintingTransformer(dyn_ratio=7,size=3)"
"peripheral_drift","peripheral_drift","A","",4,"FluidWarpTransformer(alpha=10.66,sigma=5.65) | PixelSortTransformer(direction=rows,high=0.64,low=0.08,sort_key=brightness) | SwirlWarpTransformer(strength=1.50) | VoronoiTransformer(edge_blend=1,num_points=258)"
"peripheral_drift","peripheral_drift","A","",3,"FluidWarpTransformer(alpha=16.78,sigma=7.11) | SwirlWarpTransformer(strength=1.50) | WatercolorTransformer(scale=0.85,style=psychedelic)"
"peripheral_drift","peripheral_drift","A","",4,"FluidWarpTransformer(alpha=18.12,sigma=6.52) | GlitchWarpTransformer(intensity=0.01) | HalftoneTransformer(size=2) | PosterizationTransformer(levels=4)"
"peripheral_drift","peripheral_drift","A","",4,"FluidWarpTransformer(alpha=19.84,sigma=7.78) | FractalWarpTransformer(iter=1,scale=0.05) | HalftoneTransformer(size=2) | WheelTransformer(blend=lighter,copies=4)"
"peripheral_drift","peripheral_drift","A","",1,"FractalWarpTransformer(iter=1,scale=0.05)"
"peripheral_drift","peripheral_drift","A","",1,"FractalWarpTransformer(iter=1,scale=0.05)"
"peripheral_drift","peripheral_drift","A","",3,"FractalWarpTransformer(iter=1,scale=0.05) | PixelSortTransformer(direction=cols,high=0.63,low=0.29,sort_key=blue) | WheelTransformer(blend=add,copies=4)"
"peripheral_drift","peripheral_drift","A","",2,"FractalWarpTransformer(iter=1,scale=0.05) | SwirlWarpTransformer(strength=1.50)"
"peripheral_drift","peripheral_drift","A","",1,"GlitchWarpTransformer(intensity=0.01)"
"peripheral_drift","peripheral_drift","A","",1,"GlitchWarpTransformer(intensity=0.01)"
"peripheral_drift","peripheral_drift","A","",3,"GlitchWarpTransformer(intensity=0.01) | PixelSortTransformer(direction=rows,high=0.63,low=0.20,sort_key=red) | RadialWarpTransformer(radius=0.25,strength=36.20999801064496,70.39668661029825,43.998969416421076,style=pull,push,push)"
"peripheral_drift","peripheral_drift","A","",1,"KaleidoscopeTransformer(cx_off=-0.03,cy_off=-0.09,segments=12)"
"peripheral_drift","peripheral_drift","A","",2,"KaleidoscopeTransformer(cx_off=0.01,cy_off=0.18,segments=6) | WheelTransformer(blend=normal,copies=3)"
"peripheral_drift","peripheral_drift","A","",1,"MeltMorphTransformer(intensity=0.50)"
"peripheral_drift","peripheral_drift","A","",3,"MeltMorphTransformer(intensity=0.50) | OilPaintingTransformer(dyn_ratio=1,size=3) | RadialWarpTransformer(radius=0.25,strength=93.00487110058671,style=pull)"
"peripheral_drift","peripheral_drift","A","",2,"MeltMorphTransformer(intensity=0.50) | RadialWarpTransformer(radius=0.25,strength=75.29562321779035,122.38182913682186,60.78995483078086,style=push,pull,push)"
"peripheral_drift","peripheral_drift","A","",1,"OilPaintingTransformer(dyn_ratio=3,size=4)"
"peripheral_drift","peripheral_drift","A","",2,"OilPaintingTransformer(dyn_ratio=3,size=5) | SwirlWarpTransformer(strength=1.50)"
"peripheral_drift","peripheral_drift","A","",4,"OilPaintingTransformer(dyn_ratio=4,size=3) | PosterizationTransformer(levels=4) | RadialWarpTransformer(radius=0.25,strength=100.05300278206549,style=push) | ThermalImagingTransformer(thermal=True)"
"peripheral_drift","peripheral_drift","A","",2,"OilPaintingTransformer(dyn_ratio=6,size=3) | VoronoiTransformer(edge_blend=1,num_points=264)"
"peripheral_drift","peripheral_drift","A","",1,"PixelSortTransformer(direction=rows,high=0.59,low=0.12,sort_key=red)"
"peripheral_drift","peripheral_drift","A","",1,"PixelSortTransformer(direction=rows,high=0.80,low=0.22,sort_key=red)"
"peripheral_drift","peripheral_drift","A","",1,"PosterizationTransformer(levels=4)"
"peripheral_drift","peripheral_drift","A","",1,"PosterizationTransformer(levels=4)"
"peripheral_drift","peripheral_drift","A","",1,"PosterizationTransformer(levels=4)"
"peripheral_drift","peripheral_drift","A","",2,"PosterizationTransformer(levels=4) | SwirlWarpTransformer(strength=1.50)"
"peripheral_drift","peripheral_drift","A","",3,"PosterizationTransformer(levels=4) | SwirlWarpTransformer(strength=1.50) | VoronoiTransformer(edge_blend=1,num_points=323)"
"peripheral_drift","peripheral_drift","A","",1,"RadialWarpTransformer(radius=0.25,strength=76.51367814035095,47.615562452140146,style=push,pull)"
"peripheral_drift","peripheral_drift","A","",2,"RadialWarpTransformer(radius=0.25,strength=83.231227084609,style=pull) | VoronoiTransformer(edge_blend=1,num_points=290)"
"peripheral_drift","peripheral_drift","A","",3,"RadialWarpTransformer(radius=0.25,strength=99.88593057173773,137.0040139651377,130.06009010040418,style=pull,push,pull) | ThermalImagingTransformer(thermal=True) | WheelTransformer(blend=lighter,copies=3)"
"peripheral_drift","peripheral_drift","A","",3,"StippleTransformer(bg=white,dot_radius=3,jitter=1,spacing=6) | VoronoiTransformer(edge_blend=1,num_points=192) | WheelTransformer(blend=lighter,copies=5)"
"peripheral_drift","peripheral_drift","B","",3,"DataMoshTransformer(intensity=0.01) | FisheyeTransformer(shape=oval,strength=0.65,zoom=1.01) | ThermalImagingTransformer(thermal=True)"
"peripheral_drift","peripheral_drift","B","",4,"FisheyeTransformer(shape=oval,strength=0.80,zoom=1.13) | FluidWarpTransformer(alpha=5.16,sigma=7.78) | GlitchWarpTransformer(intensity=0.01) | ThermalImagingTransformer(thermal=True)"
"peripheral_drift","peripheral_drift","B","",4,"HalftoneTransformer(size=2) | PosterizationTransformer(levels=4) | StippleTransformer(bg=complement,dot_radius=4,jitter=1,spacing=13) | WheelTransformer(blend=add,copies=3)"
"peripheral_drift","peripheral_drift","C","",4,"ChromaticAberrationTransformer(angle=78.50,edge_fade=1,shift=16.80) | FlipWilsonTransformer(keep=top,narrow=0.48) | KaleidoscopeTransformer(cx_off=0.12,cy_off=0.17,segments=6) | RadialWarpTransformer(radius=0.25,strength=56.934250235568484,style=push)"
"peripheral_drift","peripheral_drift","C","",4,"ColormapTransformer(map=winter) | PixelSortTransformer(direction=cols,high=0.66,low=0.33,sort_key=blue) | StippleTransformer(bg=black,dot_radius=2,jitter=1,spacing=6) | ThermalImagingTransformer(thermal=True)"
"peripheral_drift","peripheral_drift","C","",3,"DataMoshTransformer(intensity=0.02) | SwirlWarpTransformer(strength=1.50) | ThermalImagingTransformer(thermal=True)"
"peripheral_drift","peripheral_drift","C","",4,"FractalWarpTransformer(iter=1,scale=0.05) | RadialWarpTransformer(radius=0.25,strength=51.643035842879385,128.33282430421838,135.99161400814623,style=pull,pull,push) | VoronoiTransformer(edge_blend=1,num_points=349) | WheelTransformer(blend=normal,copies=4)"
"peripheral_drift","peripheral_drift","C","",3,"PosterizationTransformer(levels=4) | ThermalImagingTransformer(thermal=True) | WheelTransformer(blend=normal,copies=3)"
"peripheral_drift","peripheral_drift","C","",2,"RadialWarpTransformer(radius=0.25,strength=47.87875067596907,129.93230379004393,83.48420329495934,style=pull,pull,pull) | ThermalImagingTransformer(thermal=True)"
"peripheral_drift","peripheral_drift","C","",1,"StippleTransformer(bg=complement,dot_radius=2,jitter=1,spacing=7)"
"pillars_tape","photo","B","",4,"ColormapTransformer(map=hsv) | PixelSortTransformer(direction=cols,high=0.76,low=0.26,sort_key=blue) | PosterizationTransformer(levels=4) | WheelTransformer(blend=lighter,copies=5)"
"planet_soyuz1024","photo","A","",1,"PixelSortTransformer(direction=cols,high=0.91,low=0.10,sort_key=green)"
"pluto_sri","photo","A","",1,"VoronoiTransformer(edge_blend=1,num_points=331)"
"prom1743_eit","photo","A","",4,"ColormapTransformer(map=ocean) | FluidWarpTransformer(alpha=1.85,sigma=5.16) | KaleidoscopeTransformer(cx_off=-0.00,cy_off=0.06,segments=4) | RadialWarpTransformer(radius=0.25,strength=87.1805616339964,87.93906976328142,style=push,push)"
"prometheus_cassini_b","photo","A","",4,"ColormapTransformer(map=pink) | HalftoneTransformer(size=2) | VoronoiTransformer(edge_blend=1,num_points=171) | WheelTransformer(blend=normal,copies=4)"
"psalms","psalms","A","columns",4,"ChromaticAberrationTransformer(angle=0.20,edge_fade=1,shift=12.30) | ColormapTransformer(map=spring) | PixelSortTransformer(direction=rows,high=0.62,low=0.22,sort_key=brightness) | VoronoiTransformer(edge_blend=1,num_points=84)"
"psalms","psalms","A","columns",4,"ChromaticAberrationTransformer(angle=1.50,edge_fade=1,shift=9.60) | ColormapTransformer(map=spring) | OilPaintingTransformer(dyn_ratio=5,size=7) | SwirlWarpTransformer(strength=1.50)"
"psalms","psalms","A","hero",2,"ChromaticAberrationTransformer(angle=152.70,edge_fade=1,shift=13.70) | FractalWarpTransformer(iter=1,scale=0.05)"
"psalms","psalms","A","hero",4,"ChromaticAberrationTransformer(angle=188.40,edge_fade=1,shift=16.60) | HalftoneTransformer(size=2) | PosterizationTransformer(levels=4) | ThermalImagingTransformer(thermal=True)"
"psalms","psalms","A","scatter",4,"ChromaticAberrationTransformer(angle=191.10,edge_fade=1,shift=13.80) | OilPaintingTransformer(dyn_ratio=6,size=3) | PosterizationTransformer(levels=4) | SwirlWarpTransformer(strength=1.50)"
"psalms","psalms","A","tile",2,"ChromaticAberrationTransformer(angle=2.10,edge_fade=1,shift=16.00) | PosterizationTransformer(levels=4)"
"psalms","psalms","A","hero",4,"ChromaticAberrationTransformer(angle=2.60,edge_fade=1,shift=17.20) | ColormapTransformer(map=ocean) | HalftoneTransformer(size=2) | WheelTransformer(blend=add,copies=4)"
"psalms","psalms","A","scatter",4,"ChromaticAberrationTransformer(angle=20.40,edge_fade=1,shift=9.80) | FluidWarpTransformer(alpha=14.47,sigma=7.56) | PixelSortTransformer(direction=cols,high=0.59,low=0.16,sort_key=red) | SwirlWarpTransformer(strength=1.50)"
"psalms","psalms","A","scatter",2,"ChromaticAberrationTransformer(angle=205.40,edge_fade=1,shift=6.80) | DataMoshTransformer(intensity=0.02)"
"psalms","psalms","A","hero",3,"ChromaticAberrationTransformer(angle=207.30,edge_fade=1,shift=9.90) | FractalWarpTransformer(iter=1,scale=0.05) | GlitchWarpTransformer(intensity=0.01)"
"psalms","psalms","A","scatter",1,"ChromaticAberrationTransformer(angle=235.60,edge_fade=1,shift=11.70)"
"psalms","psalms","A","scatter",4,"ChromaticAberrationTransformer(angle=274.20,edge_fade=1,shift=8.00) | ColormapTransformer(map=hot) | FluidWarpTransformer(alpha=2.70,sigma=4.69) | OilPaintingTransformer(dyn_ratio=6,size=7)"
"psalms","psalms","A","columns",4,"ChromaticAberrationTransformer(angle=281.30,edge_fade=1,shift=12.50) | GlitchWarpTransformer(intensity=0.01) | HalftoneTransformer(size=2) | PixelSortTransformer(direction=rows,high=0.77,low=0.11,sort_key=blue)"
"psalms","psalms","A","scatter",2,"ChromaticAberrationTransformer(angle=290.60,edge_fade=1,shift=15.30) | PosterizationTransformer(levels=4)"
"psalms","psalms","A","scatter",3,"ChromaticAberrationTransformer(angle=307.90,edge_fade=1,shift=11.80) | MeltMorphTransformer(intensity=0.50) | VoronoiTransformer(edge_blend=1,num_points=337)"
"psalms","psalms","A","tile",4,"ChromaticAberrationTransformer(angle=340.10,edge_fade=1,shift=14.80) | SwirlWarpTransformer(strength=1.50) | VoronoiTransformer(edge_blend=1,num_points=339) | WheelTransformer(blend=add,copies=4)"
"psalms","psalms","A","scatter",3,"ChromaticAberrationTransformer(angle=347.90,edge_fade=1,shift=12.00) | PosterizationTransformer(levels=4) | WheelTransformer(blend=normal,copies=3)"
"psalms","psalms","A","scatter",2,"ChromaticAberrationTransformer(angle=36.60,edge_fade=1,shift=6.40) | SwirlWarpTransformer(strength=1.50)"
"psalms","psalms","A","scatter",4,"ChromaticAberrationTransformer(angle=49.60,edge_fade=1,shift=5.10) | FractalWarpTransformer(iter=1,scale=0.05) | MeltMorphTransformer(intensity=0.50) | SwirlWarpTransformer(strength=1.50)"
"psalms","psalms","A","scatter",4,"ChromaticAberrationTransformer(angle=55.00,edge_fade=1,shift=5.60) | FlipWilsonTransformer(keep=top_left,narrow=0.38) | FractalWarpTransformer(iter=1,scale=0.05) | GlitchWarpTransformer(intensity=0.01)"
"psalms","psalms","A","hero",4,"ChromaticAberrationTransformer(angle=62.20,edge_fade=1,shift=17.30) | FisheyeTransformer(shape=oval,strength=0.78,zoom=1.01) | FractalWarpTransformer(iter=1,scale=0.05) | VoronoiTransformer(edge_blend=1,num_points=112)"
"psalms","psalms","A","columns",1,"ColormapTransformer(map=autumn)"
"psalms","psalms","A","scatter",3,"ColormapTransformer(map=autumn) | PosterizationTransformer(levels=4) | SwirlWarpTransformer(strength=1.50)"
"psalms","psalms","A","hero",3,"ColormapTransformer(map=cool) | VoronoiTransformer(edge_blend=1,num_points=209) | WheelTransformer(blend=add,copies=3)"
"psalms","psalms","A","columns",3,"ColormapTransformer(map=hsv) | FractalWarpTransformer(iter=1,scale=0.05) | WatercolorTransformer(scale=0.85,style=psychedelic)"
"psalms","psalms","A","hero",3,"ColormapTransformer(map=hsv) | MeltMorphTransformer(intensity=0.50) | VoronoiTransformer(edge_blend=1,num_points=328)"
"psalms","psalms","A","tile",4,"ColormapTransformer(map=jet) | DataMoshTransformer(intensity=0.02) | VoronoiTransformer(edge_blend=1,num_points=170) | WheelTransformer(blend=add,copies=3)"
"psalms","psalms","A","tile",4,"ColormapTransformer(map=jet) | PixelSortTransformer(direction=rows,high=0.61,low=0.28,sort_key=blue) | RadialWarpTransformer(radius=0.25,strength=137.45960355046205,103.49663767153932,70.04826178365438,style=pull,push,push) | VoronoiTransformer(edge_blend=1,num_points=282)"
"psalms","psalms","A","scatter",3,"ColormapTransformer(map=summer) | HalftoneTransformer(size=2) | VoronoiTransformer(edge_blend=1,num_points=153)"
"psalms","psalms","A","hero",3,"ColormapTransformer(map=winter) | FisheyeTransformer(shape=circle,strength=0.21,zoom=1.04) | FluidWarpTransformer(alpha=14.14,sigma=1.26)"
"psalms","psalms","A","tile",4,"ColormapTransformer(map=winter) | FractalWarpTransformer(iter=1,scale=0.05) | GlitchWarpTransformer(intensity=0.01) | MeltMorphTransformer(intensity=0.50)"
"psalms","psalms","A","tile",3,"ColormapTransformer(map=winter) | PosterizationTransformer(levels=4) | ThermalImagingTransformer(thermal=True)"
"psalms","psalms","A","columns",4,"DataMoshTransformer(intensity=0.01) | FlipWilsonTransformer(keep=bottom,narrow=0.20) | OilPaintingTransformer(dyn_ratio=4,size=7) | WheelTransformer(blend=normal,copies=4)"
"psalms","psalms","A","scatter",3,"DataMoshTransformer(intensity=0.01) | FractalWarpTransformer(iter=1,scale=0.05) | GlitchWarpTransformer(intensity=0.01)"
"psalms","psalms","A","tile",3,"DataMoshTransformer(intensity=0.01) | FractalWarpTransformer(iter=1,scale=0.05) | RadialWarpTransformer(radius=0.25,strength=113.02255424561362,68.28786095930465,style=pull,pull)"
"psalms","psalms","A","columns",3,"DataMoshTransformer(intensity=0.01) | HalftoneTransformer(size=2) | ThermalImagingTransformer(thermal=True)"
"psalms","psalms","A","hero",1,"DataMoshTransformer(intensity=0.02)"
"psalms","psalms","A","hero",2,"DataMoshTransformer(intensity=0.02) | FractalWarpTransformer(iter=1,scale=0.05)"
"psalms","psalms","A","scatter",3,"DataMoshTransformer(intensity=0.02) | MeltMorphTransformer(intensity=0.50) | WheelTransformer(blend=normal,copies=4)"
"psalms","psalms","A","scatter",2,"DataMoshTransformer(intensity=0.02) | SwirlWarpTransformer(strength=1.50)"
"psalms","psalms","A","hero",3,"DataMoshTransformer(intensity=0.02) | ThermalImagingTransformer(thermal=True) | WatercolorTransformer(scale=0.85,style=psychedelic)"
"psalms","psalms","A","hero",3,"FisheyeTransformer(shape=circle,strength=0.27,zoom=0.86) | PosterizationTransformer(levels=4) | ThermalImagingTransformer(thermal=True)"
"psalms","psalms","A","hero",4,"FlipWilsonTransformer(keep=bottom,narrow=0.32) | FractalWarpTransformer(iter=1,scale=0.05) | GlitchWarpTransformer(intensity=0.01) | PosterizationTransformer(levels=4)"
"psalms","psalms","A","hero",3,"FlipWilsonTransformer(keep=bottom,narrow=0.42) | GlitchWarpTransformer(intensity=0.01) | HalftoneTransformer(size=2)"
"psalms","psalms","A","scatter",1,"FlipWilsonTransformer(keep=bottom_left,narrow=0.26)"
"psalms","psalms","A","tile",4,"FlipWilsonTransformer(keep=bottom_right,narrow=0.23) | FluidWarpTransformer(alpha=6.46,sigma=4.25) | FractalWarpTransformer(iter=1,scale=0.05) | SwirlWarpTransformer(strength=1.50)"
"psalms","psalms","A","tile",3,"FlipWilsonTransformer(keep=right,narrow=0.21) | FluidWarpTransformer(alpha=1.60,sigma=6.75) | GlitchWarpTransformer(intensity=0.01)"
"psalms","psalms","A","scatter",2,"FlipWilsonTransformer(keep=top_left,narrow=0.31) | OilPaintingTransformer(dyn_ratio=8,size=8)"
"psalms","psalms","A","scatter",3,"FlipWilsonTransformer(keep=top_left,narrow=0.43) | FluidWarpTransformer(alpha=19.95,sigma=2.38) | FractalWarpTransformer(iter=1,scale=0.05)"
"psalms","psalms","A","scatter",2,"FluidWarpTransformer(alpha=0.98,sigma=6.83) | RadialWarpTransformer(radius=0.25,strength=106.138633243891,style=push)"
"psalms","psalms","A","hero",4,"FluidWarpTransformer(alpha=10.23,sigma=5.16) | FractalWarpTransformer(iter=1,scale=0.05) | RadialWarpTransformer(radius=0.25,strength=57.8524030736382,77.59817210400746,style=push,push) | WheelTransformer(blend=lighter,copies=5)"
"psalms","psalms","A","scatter",2,"FluidWarpTransformer(alpha=11.40,sigma=6.23) | GlitchWarpTransformer(intensity=0.01)"
"psalms","psalms","A","tile",4,"FluidWarpTransformer(alpha=16.51,sigma=3.07) | GlitchWarpTransformer(intensity=0.01) | OilPaintingTransformer(dyn_ratio=5,size=4) | PixelSortTransformer(direction=rows,high=0.81,low=0.28,sort_key=brightness)"
"psalms","psalms","A","scatter",4,"FluidWarpTransformer(alpha=17.74,sigma=7.29) | RadialWarpTransformer(radius=0.25,strength=78.14444163172196,style=push) | StippleTransformer(bg=complement,dot_radius=5,jitter=1,spacing=18) | VoronoiTransformer(edge_blend=1,num_points=121)"
"psalms","psalms","A","columns",2,"FluidWarpTransformer(alpha=18.02,sigma=2.02) | FractalWarpTransformer(iter=1,scale=0.05)"
"psalms","psalms","A","columns",1,"FluidWarpTransformer(alpha=5.96,sigma=6.96)"
"psalms","psalms","A","tile",1,"FluidWarpTransformer(alpha=8.70,sigma=4.47)"
"psalms","psalms","A","hero",1,"FractalWarpTransformer(iter=1,scale=0.05)"
"psalms","psalms","A","columns",1,"FractalWarpTransformer(iter=1,scale=0.05)"
"psalms","psalms","A","columns",1,"FractalWarpTransformer(iter=1,scale=0.05)"
"psalms","psalms","A","hero",1,"FractalWarpTransformer(iter=1,scale=0.05)"
"psalms","psalms","A","scatter",4,"FractalWarpTransformer(iter=1,scale=0.05) | GlitchWarpTransformer(intensity=0.01) | HalftoneTransformer(size=2) | OilPaintingTransformer(dyn_ratio=6,size=8)"
"psalms","psalms","A","hero",3,"FractalWarpTransformer(iter=1,scale=0.05) | GlitchWarpTransformer(intensity=0.01) | WheelTransformer(blend=lighter,copies=4)"
"psalms","psalms","A","tile",4,"FractalWarpTransformer(iter=1,scale=0.05) | HalftoneTransformer(size=2) | MeltMorphTransformer(intensity=0.50) | SwirlWarpTransformer(strength=1.50)"
"psalms","psalms","A","columns",4,"FractalWarpTransformer(iter=1,scale=0.05) | HalftoneTransformer(size=2) | VoronoiTransformer(edge_blend=1,num_points=301) | WheelTransformer(blend=lighter,copies=3)"
"psalms","psalms","A","tile",4,"FractalWarpTransformer(iter=1,scale=0.05) | PixelSortTransformer(direction=cols,high=0.91,low=0.14,sort_key=green) | RadialWarpTransformer(radius=0.25,strength=41.49811400213775,95.66314069487262,style=push,pull) | WatercolorTransformer(scale=0.85,style=monet)"
"psalms","psalms","A","tile",2,"FractalWarpTransformer(iter=1,scale=0.05) | PosterizationTransformer(levels=4)"
"psalms","psalms","A","tile",2,"FractalWarpTransformer(iter=1,scale=0.05) | PosterizationTransformer(levels=4)"
"psalms","psalms","A","scatter",2,"FractalWarpTransformer(iter=1,scale=0.05) | RadialWarpTransformer(radius=0.25,strength=107.72240642509482,133.44731657091057,style=pull,push)"
"psalms","psalms","A","scatter",2,"FractalWarpTransformer(iter=1,scale=0.05) | VoronoiTransformer(edge_blend=1,num_points=192)"
"psalms","psalms","A","columns",2,"FractalWarpTransformer(iter=1,scale=0.05) | WheelTransformer(blend=normal,copies=3)"
"psalms","psalms","A","scatter",3,"GlitchWarpTransformer(intensity=0.01) | HalftoneTransformer(size=2) | WheelTransformer(blend=normal,copies=3)"
"psalms","psalms","A","scatter",3,"GlitchWarpTransformer(intensity=0.01) | OilPaintingTransformer(dyn_ratio=7,size=3) | PosterizationTransformer(levels=4)"
